scode	sname	amccode_amccode
143494	Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option	21
143497	Nippon India Ultra Short Duration Fund- Direct Plan- Monthly Dividend Plan	21
143502	Nippon India Ultra Short Duration Fund- Direct Plan- Quarterly Dividend Plan	21
143501	Nippon India Ultra Short Duration Fund- Direct Plan- Weekly Dividend Reinvest	21
143493	Nippon India Ultra Short Duration Fund- Growth Option	21
143499	Nippon India Ultra Short Duration Fund- Monthly Dividend Plan	21
143496	Nippon India Ultra Short Duration Fund- Quarterly Dividend Plan	21
143495	Nippon India Ultra Short Duration Fund- Weekly Dividend Reinvest	21
138368	PGIM India Ultra Short Term Fund - Annual Bonus	58
138354	PGIM India Ultra Short Term Fund - Annual Dividend	58
138345	PGIM India Ultra Short Term Fund - Bonus	58
138342	PGIM India Ultra Short Term Fund - Daily Dividend	58
138367	PGIM India Ultra Short Term Fund - Direct Plan - Annual Bonus	58
138360	PGIM India Ultra Short Term Fund - Direct Plan - Annual Dividend	58
138363	PGIM India Ultra Short Term Fund - Direct Plan - Bonus	58
138361	PGIM India Ultra Short Term Fund - Direct Plan - Daily Dividend	58
138357	PGIM India Ultra Short Term Fund - Direct Plan - Dividend	58
138358	PGIM India Ultra Short Term Fund - Direct Plan - Growth	58
138366	PGIM India Ultra Short Term Fund - Direct Plan - Monthly Bonus	58
138359	PGIM India Ultra Short Term Fund - Direct Plan - Monthly Dividend	58
138364	PGIM India Ultra Short Term Fund - Direct Plan - Quarterly Dividend	58
138362	PGIM India Ultra Short Term Fund - Direct Plan - Weekly Dividend	58
138349	PGIM India Ultra Short Term Fund - Dividend	58
138343	PGIM India Ultra Short Term Fund - Growth	58
138365	PGIM India Ultra Short Term Fund - Monthly Bonus	58
138344	PGIM India Ultra Short Term Fund - Monthly Dividend	58
138353	PGIM India Ultra Short Term Fund - Quarterly Dividend	58
138346	PGIM India Ultra Short Term Fund - Regular Plan - Bonus	58
138338	PGIM India Ultra Short Term Fund - Regular Plan - Daily Dividend	58
138337	PGIM India Ultra Short Term Fund - Regular Plan - Growth	58
138340	PGIM India Ultra Short Term Fund - Regular Plan - Monthly Dividend	58
138339	PGIM India Ultra Short Term Fund - Regular Plan - Weekly Dividend	58
138341	PGIM India Ultra Short Term Fund - Weekly Dividend	58
119475	Principal Ultra Short Term Fund- Direct Plan - Dividend Option - Monthly	10
119474	Principal Ultra Short Term Fund- Direct Plan -Growth Option	10
107329	Principal Ultra Short Term Fund-Daily Dividend Option	10
107328	Principal Ultra Short Term Fund-Growth Option	10
107330	Principal Ultra Short Term Fund-Monthly Dividend Option	10
107332	Principal Ultra Short Term Fund-Weekly Dividend Option	10
119784	SBI MAGNUM ULTRA SHORT DURATION FUND -  DIRECT PLAN - DAILY  DIVIDEND	22
119829	SBI MAGNUM ULTRA SHORT DURATION FUND -  DIRECT PLAN - WEEKLY DIVIDEND	22
119828	SBI MAGNUM ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH	22
105080	SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - DAILY  DIVIDEND	22
100641	SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH	22
103884	SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - WEEKLY DIVIDEND	22
147431	Sundaram Ultra Short Term Fund Direct Plan Daily Dividend Reinvestment	33
147430	Sundaram Ultra Short Term Fund Direct Plan Fortnightly Dividend Reinvestment	33
147440	Sundaram Ultra Short Term Fund Direct Plan Growth	33
147433	Sundaram Ultra Short Term Fund Direct Plan Monthly Dividend	33
147438	Sundaram Ultra Short Term Fund Direct Plan Monthly Dividend Reinvestment	33
147434	Sundaram Ultra Short Term Fund Direct Plan Quarterly Dividend Payout	33
147439	Sundaram Ultra Short Term Fund Direct Plan Quarterly Dividend Reinvestment	33
147437	Sundaram Ultra Short Term Fund Direct Plan Weekly Dividend Reinvestment	33
147425	Sundaram Ultra Short Term Fund Regular Plan Growth	33
147436	Sundaram Ultra Short Term Fund Regular Plan Monthly Dividend Reinvestment	33
147429	Sundaram Ultra Short Term Fund Regular Plan Quarterly Dividend Reinvestment	33
147426	Sundaram Ultra Short Term Plan Regular Plan Monthly Dividend Payout	33
147435	Sundaram Ultra Short Term Regular Plan Daily Dividend Reinvestment	33
147428	Sundaram Ultra Short Term Regular Plan Fortnightly Dividend Reinvestment	33
147432	Sundaram Ultra Short Term Regular Plan Quarterly Dividend Payout	33
147427	Sundaram Ultra Short Term Regular Plan Weekly Dividend Reinvestment	33
146075	Tata Ultra Short Term Fund-Direct Plan-Growth	25
146069	Tata Ultra Short Term Fund-Direct Plan-Monthly Dividend Payout	25
146076	Tata Ultra Short Term Fund-Direct Plan-Monthly Dividend Reinvestment	25
146067	Tata Ultra Short Term Fund-Direct Plan-Weekly Dividend Payout	25
146068	Tata Ultra Short Term Fund-Direct Plan-Weekly Dividend Reinvestment	25
146070	Tata Ultra Short Term Fund-Regular Plan-Growth	25
146072	Tata Ultra Short Term Fund-Regular Plan-Monthly Dividend Payout	25
146073	Tata Ultra Short Term Fund-Regular Plan-Monthly Dividend Reinvestment	25
146071	Tata Ultra Short Term Fund-Regular Plan-Weekly Dividend Payout	25
146074	Tata Ultra Short Term Fund-Regular Plan-Weekly Dividend Reinvestment	25
139568	UTI - Ultra Short Term Fund - Direct Plan - Annual Dividend Option	28
120744	UTI - Ultra Short Term Fund - Direct Plan - Daily Dividend Reinvestment Option	28
131512	UTI - Ultra Short Term Fund - Direct Plan - Fortnightly Dividend Option	28
120746	UTI - Ultra Short Term Fund - Direct Plan - Growth Option	28
147128	UTI - Ultra Short Term Fund - Direct Plan - Half Yearly Dividend Option	28
131444	UTI - Ultra Short Term Fund - Direct Plan - Monthly Dividend Option	28
133059	UTI - Ultra Short Term Fund - Direct Plan - Quarterly Dividend Option	28
121892	UTI - Ultra Short Term Fund - Direct Plan -Flexi Dividend Option	28
120745	UTI - Ultra Short Term Fund - Direct Plan -Weekly Dividend Reinvestment Option	28
112083	UTI - Ultra Short Term Fund - Discontinued - INSTN GROWTH OPTION	28
112082	UTI - Ultra Short Term Fund - Discontinued - INSTN PLAN - PERIODIC DIVIDEND OPTION	28
134484	UTI - Ultra Short Term Fund - Regular Plan - Annual Dividend Option	28
109501	UTI - Ultra Short Term Fund - Regular Plan - Daily Dividend Reinvestment Option	28
131511	UTI - Ultra Short Term Fund - Regular Plan - Fortnightly Dividend Option	28
102532	UTI - Ultra Short Term Fund - Regular Plan - Growth Option	28
134799	UTI - Ultra Short Term Fund - Regular Plan - Half Yearly Dividend Option	28
131445	UTI - Ultra Short Term Fund - Regular Plan - Monthly Dividend Option	28
133873	UTI - Ultra Short Term Fund - Regular Plan - Quarterly Dividend Option	28
102531	UTI - Ultra Short Term Fund - Regular Plan - Weekly Dividend Reinvestment Option	28
121891	UTI - Ultra Short Term Fund -Regular Plan -Flexi Dividend Option	28
147316	YES Ultra Short Term Fund- Direct plan-Daily Dividend Option	71
147315	YES Ultra Short Term Fund- Direct plan-Fortnightly Dividend Option	71
147311	YES Ultra Short Term Fund- Direct plan-Growth Option	71
147312	YES Ultra Short Term Fund- Direct plan-Monthly Dividend Option	71
147313	YES Ultra Short Term Fund- Direct plan-Weekly Dividend Option	71
147308	YES Ultra Short Term Fund- Regular plan-Daily Dividend option	71
147309	YES Ultra Short Term Fund- Regular plan-Fortnightly Dividend Option	71
147307	YES Ultra Short Term Fund- Regular plan-Growth Option	71
147314	YES Ultra Short Term Fund- Regular plan-Monthly Dividend Option	71
147310	YES Ultra Short Term Fund- Regular plan-Weekly Dividend Option	71
100337	SaharaTax Gain-Dividend	35
120290	SaharaTax Gain-Dividend- Direct	35
100338	SaharaTax Gain-Growth	35
120291	SaharaTax Gain-Growth- direct	35
120349	Invesco India Contra Fund - Direct Plan - Dividend	42
120348	Invesco India Contra Fund - Direct Plan - Growth	42
105459	Invesco India Contra Fund - Dividend	42
105460	Invesco India Contra Fund - Growth	42
103039	Kotak India EQ Contra Fund - Dividend	17
119768	Kotak India EQ Contra Fund - Dividend - Direct	17
103040	Kotak India EQ Contra Fund - Growth	17
119769	Kotak India EQ Contra Fund - Growth - Direct	17
119835	SBI CONTRA FUND - DIRECT PLAN - GROWTH	22
102414	SBI CONTRA FUND - REGULAR PLAN -GROWTH	22
119724	SBI CONTRA FUND-DIRECT PLAN -DIVIDEND	22
100915	SBI CONTRA FUND-REGULAR PLAN -DIVIDEND	22
119506	Aditya Birla Sun Life Dividend Yield Fund - Dividend - Direct Plan	3
101737	Aditya Birla Sun Life Dividend Yield Fund - Dividend - Regular Plan	3
119507	Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan	3
101738	Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan	3
118526	Templeton India Equity Income Fund - Direct - Dividend	999
118527	Templeton India Equity Income Fund - Direct - Growth	999
103679	Templeton India Equity Income Fund-Dividend Plan	999
103678	Templeton India Equity Income Fund-Growth Plan	999
129309	ICICI Prudential Dividend Yield Equity Fund Direct Plan Dividend Option	20
129312	ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option	20
129311	ICICI Prudential Dividend Yield Equity Fund Dividend Option	20
129310	ICICI Prudential Dividend Yield Equity Fund Growth Option	20
145749	IDBI Dividend Yield Fund - Direct Plan - Dividend	57
145750	IDBI Dividend Yield Fund - Direct Plan - Growth	57
145748	IDBI Dividend Yield Fund - Regular Plan - Dividend	57
145747	IDBI Dividend Yield Fund - Regular Plan - Growth	57
119438	Principal Dividend Yield Fund - Direct Plan - Growth Option	10
119437	Principal Dividend Yield Fund- Direct Plan - Half Yearly Dividend Option	10
102808	Principal Dividend Yield Fund- Half Yearly Dividend Plan	10
102807	Principal Dividend Yield Fund-Growth Plan	10
103026	UTI-Dividend Yield Fund.-Growth	28
120749	UTI-Dividend Yield Fund.-Growth-Direct	28
103025	UTI-Dividend Yield Fund.-Income	28
120750	UTI-Dividend Yield Fund.-Income-Direct	28
119660	Aditya Birla Sun Life Tax Plan - Direct Plan - Dividend Option	3
119661	Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option	3
100067	Aditya Birla Sun Life Tax Plan - Regular Plan - Dividend Option	3
104331	Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option	3
119543	Aditya Birla Sun Life Tax Relief '96 - Dividend - Direct Plan	3
103164	Aditya Birla Sun Life Tax Relief '96 - Dividend Option	3
119544	Aditya Birla Sun Life Tax Relief '96 - Growth - Direct Plan	3
107745	Aditya Birla Sun Life Tax Relief '96 - Growth Option	3
120502	Axis Long Term Equity Fund - Direct Plan - Dividend option	53
120503	Axis Long Term Equity Fund - Direct Plan - Growth Option	53
112322	Axis Long Term Equity Fund - Dividend	53
112323	Axis Long Term Equity Fund - Growth	53
100068	BARODA ELSS 96 - Plan A - Dividend	4
119339	BARODA ELSS 96 - Plan B (Direct) - Dividend	4
125111	Baroda ELSS 96 - Plan B (Direct)- Bonus Option	4
125110	Baroda ELSS 96 Fund - Plan A- Bonus Option	4
134044	Baroda ELSS 96 Plan A -Growth Option	4
134045	Baroda ELSS 96 Plan B(Direct) -Growth Option	4
120146	BNP Paribas Long Term Equity Fund - Direct Plan - Dividend Option	59
120147	BNP Paribas Long Term Equity Fund - Direct Plan - Growth Option	59
113463	BNP Paribas Long Term Equity Fund - Growth Option	59
113464	BNP Paribas Long Term Equity Fund-Dividend Option	59
119352	BOI AXA Tax Advantage Fund-Direct Plan-Dividend	46
111711	BOI AXA Tax Advantage Fund-ECO Plan-Dividend	46
111709	BOI AXA Tax Advantage Fund-ECO Plan-Growth	46
111710	BOI AXA Tax Advantage Fund-Regular Plan- Growth	46
111708	BOI AXA Tax Advantage Fund-Regular Plan-Dividend	46
119351	OI AXA Tax Advantage Fund-Direct Plan- Growth	999
118286	Canara Robeco Equity Taxsaver Fund - Direct Plan - Dividend Option	32
118285	Canara Robeco Equity Taxsaver Fund - Direct Plan - Growth Option	32
100593	Canara Robeco Equity Taxsaver Fund - Regular Plan - Dividend	32
111722	Canara Robeco Equity Taxsaver Fund - Regular Plan - Growth	32
119241	DSP Tax Saver Fund - Direct Plan - Dividend	6
119242	DSP Tax Saver Fund - Direct Plan - Growth	6
104773	DSP Tax Saver Fund - Regular Plan - Dividend	6
104772	DSP Tax Saver Fund - Regular Plan - Growth	6
118619	Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Dividend Option	47
118620	Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Growth Option	47
111639	Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Dividend Option	47
111638	Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Growth Option	47
140240	Edelweiss Tax Advantage Fund - Direct Plan - Dividend Option	47
140241	Edelweiss Tax Advantage Fund - Direct Plan - Growth Option	47
140239	Edelweiss Tax Advantage Fund - Regular Plan - Dividend Option	47
140238	Edelweiss Tax Advantage Fund - Regular Plan - Growth Option	47
135653	Essel Long Term Advantage Fund- Direct Plan- Dividend Option	54
135654	Essel Long Term Advantage Fund- Direct Plan- Growth Option	54
135652	Essel Long Term Advantage Fund- Regular Plan- Dividend Option	54
135655	Essel Long Term Advantage Fund- Regular Plan- Growth Option	54
118541	Franklin India TAXSHIELD - Direct - Dividend	27
118540	Franklin India TAXSHIELD - Direct - Growth	27
100525	Franklin India Taxshield-Dividend	27
100526	Franklin India Taxshield-Growth	27
100997	HDFC  Long Term Advantage Fund - Dividend Option	9
100998	HDFC  Long Term Advantage Fund - Growth Option	9
118928	HDFC Long Term Advantage Fund -Direct Plan - Dividend Option	9
118929	HDFC Long Term Advantage Fund -Direct Plan - Growth Option	9
119059	HDFC TaxSaver -Direct Plan - Dividend Option	9
119060	HDFC TaxSaver -Direct Plan - Growth Option	9
101980	HDFC TaxSaver-Dividend Plan	9
101979	HDFC TaxSaver-Growth Plan	9
104706	HSBC Tax Saver Equity Fund - Dividend	37
120078	HSBC Tax Saver Equity Fund - Dividend Direct	37
104707	HSBC Tax Saver Equity Fund - Growth	37
120079	HSBC Tax Saver Equity Fund - Growth Direct	37
120593	ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Dividend	20
120592	ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Growth	20
100354	ICICI Prudential Long Term Equity Fund (Tax Saving) - Growth	20
100353	ICICI Prudential Long Term Equity Fund (Tax Saving)- Dividend	20
123635	IDBI Equity Advantage Fund - Dividend Direct	57
123636	IDBI Equity Advantage Fund - Dividend Regular	57
123637	IDBI Equity Advantage Fund - Growth Direct	57
123638	IDBI Equity Advantage Fund - Growth Regular	57
118472	IDFC Tax Advantage  (ELSS) Fund-Direct Plan-Dividend	48
118473	IDFC Tax Advantage  (ELSS) Fund-Direct Plan-Growth	48
111570	IDFC Tax Advantage  (ELSS) Fund-Regular Plan-Dividend	48
111569	IDFC Tax Advantage  (ELSS) Fund-Regular Plan-Growth	48
141807	Indiabulls Tax Savings Fund- Direct Plan- Dividend Option	63
141808	Indiabulls Tax Savings Fund- Direct Plan- Growth Option	63
141810	Indiabulls Tax Savings Fund- Regular Plan- Dividend Option	63
141862	Indiabulls Tax Savings Fund-Regular Plan-Growth Option	63
120417	Invesco India Tax Plan - Direct Plan - Dividend	42
120416	Invesco India Tax Plan - Direct Plan - Growth	42
104635	Invesco India Tax Plan - Dividend	42
104636	Invesco India Tax Plan - Growth	42
120493	JM Tax Gain Fund (Direct) - Dividend Option	16
120494	JM Tax Gain Fund (Direct) - Growth Option	16
107287	JM Tax Gain Fund - Dividend option	16
107288	JM Tax Gain Fund - Growth option	16
103338	Kotak Tax Saver-Scheme-Dividend	17
119772	Kotak Tax Saver-Scheme-Dividend - Direct	17
103339	Kotak Tax Saver-Scheme-Growth	17
119773	Kotak Tax Saver-Scheme-Growth - Direct	17
119417	L&T  Tax Advantage Fund-Direct Plan-Growth	56
118047	L&T  Tax Advantage Fund-Regular Plan-Growth	56
119418	L&T Tax Advantage Fund-Direct Plan-Dividend	56
118048	L&T Tax Advantage Fund-Regular Plan-Dividend	56
120269	LIC MF Tax Plan-Direct Plan-Dividend	18
120270	LIC MF Tax Plan-Direct Plan-Growth	18
100864	LIC MF Tax Plan-Regular Plan-Dividend	18
100865	LIC MF Tax Plan-Regular Plan-Growth	18
134878	LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-Dividend Reinvestment	18
134865	LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-Dividend Reinvestment	18
134876	LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-Dividend Reinvestment	18
134847	LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-Dividend Reinvestment	18
135976	LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-Dividend Reinvestment	18
135979	LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-Dividend Reinvestment	18
134877	LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-Dividend Reinvestment	18
134864	LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-Dividend Reinvestment	18
134879	LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-Dividend Reinvestment	18
134867	LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-Dividend Reinvestment	18
134881	LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-Dividend Reinvestment	18
134863	LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-Dividend Reinvestment	18
135977	LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-Dividend Reinvestment	18
135983	LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-Dividend Reinvestment	18
134880	LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-Dividend Reinvestment	18
134868	LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-Dividend Reinvestment	18
134875	LIC MF ULIS (10 Yrs. Single Premium)-Direct Plan-Dividend Reinvestment	18
134846	LIC MF ULIS (10 Yrs. Single Premium)-Regular Plan-Dividend Reinvestment	18
134882	LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-Dividend Reinvestment	18
134870	LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-Dividend Reinvestment	18
134884	LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-Dividend Reinvestment	18
134869	LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-Dividend Reinvestment	18
135978	LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-Dividend Reinvestment	18
135981	LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-Dividend Reinvestment	18
134883	LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-Dividend Reinvestment	18
134871	LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-Dividend Reinvestment	18
134885	LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-Dividend Reinvestment	18
134873	LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-Dividend Reinvestment	18
134887	LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-Dividend Reinvestment	18
134872	LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-Dividend Reinvestment	18
135980	LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-Dividend Reinvestment	18
135982	LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-Dividend Reinvestment	18
134886	LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-Dividend Reinvestment	18
134874	LIC MF ULIS (15Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-Dividend Reinvestment	18
120259	LIC MF ULIS (5 Yrs. Single Premium)-Direct Plan-Dividend Reinvestment	18
100325	LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-Dividend Reinvestment	18
139782	Mahindra Mutual Fund Kar Bachat Yojana Direct Plan - Dividend Payout	69
139781	Mahindra Mutual Fund Kar Bachat Yojana Direct Plan - Growth	69
139780	Mahindra Mutual Fund Kar Bachat Yojana Regular Plan - Dividend Payout	69
139783	Mahindra Mutual Fund Kar Bachat Yojana Regular Plan - Growth	69
135781	Mirae Asset Tax Saver Fund-Direct Plan -Growth	45
135782	Mirae Asset Tax Saver Fund-Direct Plan-Dividend	45
135783	Mirae Asset Tax Saver Fund-Regular Plan-Dividend Payout	45
135784	Mirae Asset Tax Saver Fund-Regular Plan-Growth	45
133384	Motilal Oswal Long Term Equity Fund (MOFLTE) - Direct Plan - Dividend Payout Option	55
133386	Motilal Oswal Long Term Equity Fund (MOFLTE) - Direct Plan - Growth Option	55
133385	Motilal Oswal Long Term Equity Fund (MOFLTE) - Regular Plan - Growth Option	55
133383	Motilal Oswal Long Term Equity Fund - Regular Plan - Dividend Payout Option	55
133865	Nippon India Tax Saver (ELSS) Fund- Direct Plan-Dividend Plan- Annual Dividend Payout Option	21
133866	Nippon India Tax Saver (ELSS) Fund- Dividend Plan- Annual Dividend Payout Option	21
103197	Nippon India Tax Saver (ELSS) Fund-Dividend Plan-Dividend Payout Option	21
103196	Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option	21
118801	Nippon India Tax Saver Fund - Direct Plan Dividend Plan - Dividend Payout Option	21
118803	Nippon India Tax Saver Fund - Direct Plan Growth Plan - Growth Option	21
135600	PGIM India Long Term Equity Fund - Direct Plan - Dividend Option	58
135601	PGIM India Long Term Equity Fund - Direct Plan - Growth Option	58
135599	PGIM India Long Term Equity Fund - Regular Plan - Dividend Option	58
135598	PGIM India Long Term Equity Fund - Regular Plan - Growth Option	58
147481	Parag Parikh Tax Saver Fund- Direct Growth	64
147482	Parag Parikh Tax Saver Fund- Regular Growth	64
101815	Principal Personal Tax Saver Fund	10
119486	Principal Personal Tax Saver Fund - Direct Plan	10
100156	Principal Tax Savings Fund	10
119489	Principal Tax Savings Fund - Direct Plan	10
141829	Principal Tax Savings Fund Direct Plan - Half Yearly Dividend Option	10
141830	Principal Tax Savings Fund Regular Plan - Half Yearly Dividend Option	10
100174	Quant Tax Plan-Dividend	13
120846	Quant Tax Plan-Dividend Option-Direct Plan	13
100175	Quant Tax Plan-Growth	13
120847	Quant Tax Plan-Growth Option-Direct Plan	13
111550	Quantum Tax Saving Fund - Direct Plan Dividend Option	41
111549	Quantum Tax Saving Fund - Direct Plan Growth Option	41
141071	Quantum Tax Saving Fund - Regular Plan Dividend Option	41
141070	Quantum Tax Saving Fund - Regular Plan Growth Option	41
119722	SBI MAGNUM TAXGAIN SCHEME 1993 - DIRECT PLAN -DIVIDEND	22
119723	SBI MAGNUM TAXGAIN SCHEME 1993 - DIRECT PLAN -GROWTH	22
103883	SBI MAGNUM TAXGAIN SCHEME 1993 - REGULAR PLAN - DIVIDEND	22
105628	SBI MAGNUM TAXGAIN SCHEME 1993 - REGULAR PLAN- GROWTH	22
145822	Shriram Long Term Equity Fund - Direct Dividend	67
145819	Shriram Long Term Equity Fund - Direct Growth	67
145821	Shriram Long Term Equity Fund - Regular Dividend	67
145820	Shriram Long Term Equity Fund - Regular Growth	67
119549	Sundaram Diversified Equity - A Long-term Tax Saver Fund - Direct Plan - Growth Option	33
100614	Sundaram Diversified Equity - A Long-term Tax Saver Fund - Dividend	33
119548	Sundaram Diversified Equity- A Long-term Tax Saver Fund - Direct Plan - Dividend Option	33
101853	Sundaram Diversified Equity-A Long-term Tax Saver Fund OE- App	33
100474	Tata India Tax Savings Fund-Dividend- Regular Plan	25
132757	Tata India Tax Savings Fund-Growth-Regular Plan	25
119281	Tata India Tax Savings Fund-Dividend -Direct Plan	25
132756	Tata India Tax Savings Fund-Growth-Direct Plan	25
100480	Taurus Tax Shield- Regular Plan - Growth Option	26
108402	Taurus Tax Shield- Regular Plan -Dividend Option	26
118867	Taurus Tax Shield-Direct Plan-Dividend Option	26
118866	Taurus Tax Shield-Direct Plan-Growth Option	26
119306	Union Long Term Equity Fund - Direct Plan - Dividend Option	61
119307	Union Long Term Equity Fund - Direct Plan - Growth Option	61
116052	Union Long Term Equity Fund - Dividend Option	61
116051	Union Long Term Equity Fund - Growth Option	61
120715	UTI - Long Term Equity Fund (Tax Saving) - Direct Plan - Growth Option	28
100820	UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Dividend Option	28
100821	UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Growth Option	28
120714	UTI - Long Term Equity fund (Tax Saving) Direct Plan - Dividend Option	28
119563	Aditya Birla Sun Life Focused Equity Fund - Dividend - Direct Plan	3
119564	Aditya Birla Sun Life Focused Equity Fund - Growth - Direct Plan	3
103308	Aditya Birla Sun Life Focused Equity Fund -Dividend Option	3
103309	Aditya Birla Sun Life Focused Equity Fund -Growth Option	3
120467	Axis Focused 25 Fund - Direct Plan - Dividend Option	53
120468	Axis Focused 25 Fund - Direct Plan - Growth Option	53
117559	Axis Focused 25 Fund - Dividend Option	53
117560	Axis Focused 25 Fund - Growth Option	53
141814	BNP Paribas Focused 25 Equity Fund - Direct Plan - Dividend Option	59
141813	BNP Paribas Focused 25 Equity Fund - Direct Plan - Growth Option	59
141811	BNP Paribas Focused 25 Equity Fund - Regular Plan - Dividend Option	59
141812	BNP Paribas Focused 25 Equity Fund - Regular Plan-Growth	59
119095	DSP Focus Fund - Direct Plan - Dividend	6
119096	DSP Focus Fund - Direct Plan - Growth	6
113032	DSP Focus Fund - Regular Plan - Dividend	6
112901	DSP Focus Fund - Regular Plan - Growth	6
118563	Franklin India Focused Equity Fund - Direct - Dividend	27
118564	Franklin India Focused Equity Fund - Direct - Growth	27
105816	Franklin India Focused Equity Fund - Dividend Plan	27
105817	Franklin India Focused Equity Fund - Growth Plan	27
102761	HDFC Focused 30 Fund - DIVIDEND	9
102760	HDFC Focused 30 Fund - GROWTH	9
118949	HDFC Focused 30 Fund -Direct Plan - Dividend Option	9
118950	HDFC Focused 30 Fund -Direct Plan - Growth Option	9
120723	ICICI Prudential Focused Equity Fund - Direct Plan - Dividend	20
120722	ICICI Prudential Focused Equity Fund - Direct Plan - Growth	20
111958	ICICI Prudential Focused Equity Fund - Dividend	20
111957	ICICI Prudential Focused Equity Fund - Growth	20
141917	IDBI FOCUSED 30 EQUITY FUND - Dividend Regular	57
141920	IDBI FOCUSED 30 EQUITY FUND - Growth Direct	57
141919	IDBI FOCUSED 30 EQUITY FUND - Growth Regular	57
141918	IDBI FOCUSED 30 EQUITY FUND -Dividend Direct	57
118422	IDFC Focused Equity Fund-Direct Plan-Dividend	48
118421	IDFC Focused Equity Fund-Direct Plan-Growth	48
108593	IDFC Focused Equity Fund-Regular Plan-Dividend	48
108592	IDFC Focused Equity Fund-Regular Plan-Growth	48
131581	IIFL Focused Equity Fund - Direct Plan - Dividend	62
131579	IIFL Focused Equity Fund - Regular Plan - Dividend	62
131578	IIFL Focused Equity Fund -Regular Plan - Growth	62
131580	IIFL Focused Equity Fund-Direct Plan-Growth	62
120488	JM Core 11 Fund (Direct)  - Growth Option	16
120487	JM Core 11 Fund (Direct) - Dividend Option	16
107409	JM Core 11 Fund - Dividend option	16
